六	421
逆	421
也	421
君	422
義	422
臣	423
行	423
父	424
慈	424
子	425
孝	425
兄	426
愛	426
弟	427
敬	427
所	428
謂	428
六	428
順	428
也	428
去	429
順	429
效	429
逆	429
所	430
以	430
速	430
禍	430
也	430
君	431
人	431
者	431
將	432
禍	432
是	432
務	432
去	432
而	433
速	433
之	433
無	434
乃	434
不	434
可	434
乎	434
弗	435
聽	435
其	436
子	436
厚	436
與	436
州	436
吁	436
游	436
禁	437
之	437
不	438
可	438
桓	439
公	439
立	439
乃	440
老	440
四	441
年	441
春	441
衞	442
州	442
吁	442
弑	442
桓	442
公	442
而	442
立	442
公	443
與	443
宋	443
公	443
爲	443
會	443
將	444
尋	444
宿	444
之	444
盟	444
未	445
及	445
期	445
衞	446
人	446
來	446
告	446
亂	446
春	447
公	448
及	448
宋	448
公	448
遇	448
于	448
清	448
宋	449
殤	449
公	449
之	449
卽	449
位	449
也	449
公	450
子	450
馮	450
出	450
奔	450
鄭	450
鄭	451
人	451
欲	451
納	451
之	451
及	452
衞	452
州	452
吁	452
立	452
將	453
修	453
先	453
君	453
之	453
怨	453
于	453
鄭	453
而	454
求	454
寵	454
於	454
諸	454
侯	454
以	455
和	455
其	455
民	455
使	456
告	456
於	456
宋	456
曰	456
君	457
若	457
伐	457
鄭	457
以	458
除	458
君	458
害	458
君	459
爲	459
主	459
敝	460
邑	460
以	460
賦	460
與	460
陳	460
蔡	461
從	461
則	462
衞	462
國	462
之	462
願	462
也	462
宋	463
人	463
許	463
之	463
於	464
是	464
陳	464
蔡	465
方	465
睦	465
於	465
衞	465
故	466
宋	466
公	466
陳	467
侯	467
蔡	468
人	468
衞	469
人	469
伐	469
鄭	469
圍	470
其	470
東	470
門	470
五	471
日	471
而	471
還	471
公	472
問	472
於	472
衆	472
仲	472
曰	472
衞	473
州	473
吁	473
其	473
成	473
乎	473
對	474
曰	474
臣	475
聞	475
以	475
德	475
和	475
民	475
不	476
聞	476
以	476
亂	476
以	477
亂	477
猶	478
治	478
絲	478
而	478
棼	478
之	478
也	478
夫	479
州	479
吁	479
阻	480
兵	480
而	480
安	480
忍	480
阻	481
兵	481
無	482
衆	482
安	483
忍	483
無	484
親	484
衆	485
叛	485
親	486
離	486
難	487
以	487
濟	487
矣	487
夫	488
兵	488
猶	489
火	489
也	489
弗	490
戢	490
將	491
自	491
焚	491
也	491
夫	492
州	492
吁	492
弑	492
其	492
君	492
而	493
虐	493
用	493
其	493
民	493
於	494
是	494
乎	494
不	494
務	494
令	494
德	494
而	495
欲	495
以	495
亂	495
成	495
必	496
不	496
免	496
矣	496
秋	497
諸	498
侯	498
復	498
伐	498
鄭	498
宋	499
公	499
使	499
來	499
乞	499
師	499
公	500
辭	500
之	500
羽	501
父	501
請	501
以	501
師	501
會	501
之	501
公	502
弗	502
許	502
固	503
請	503
而	503
行	503
故	504
書	504
曰	504
翬	505
帥	505
師	505
疾	506
之	506
也	506
諸	507
侯	507
之	507
師	507
敗	507
鄭	507
徒	507
兵	507
取	508
其	508
禾	508
而	508
還	508
州	509
吁	509
未	509
能	509
和	509
其	509
民	509
厚	510
問	510
定	510
君	510
於	510
石	510
子	510
石	511
子	511
曰	511
王	512
覲	512
爲	512
可	512
曰	513
何	514
以	514
得	514
覲	514
曰	515
陳	516
桓	516
公	516
方	516
有	516
寵	516
於	516
王	516
陳	517
衞	518
方	518
睦	518
若	519
朝	519
陳	519
使	519
請	519
必	520
可	520
得	520
也	520
厚	521
從	521
州	521
吁	521
如	521
陳	521
石	522
碏	522
使	522
告	522
于	522
陳	522
曰	522
衞	523
國	523
褊	523
小	523
老	524
夫	524
耄	524
矣	524
無	525
能	525
爲	525
也	525
此	526
二	526
人	526
者	526
實	527
弑	527
寡	527
君	527
敢	528
卽	528
圖	528
之	528
陳	529
人	529
執	529
之	529
而	530
請	530
涖	530
于	530
衞	530
九	531
月	531
衞	532
人	532
使	532
右	532
宰	532
醜	532
涖	532
殺	532
州	532
吁	532
于	532
濮	532
石	533
碏	533
使	533
其	533
宰	533
獳	533
羊	533
肩	533
涖	533
殺	533
石	533
厚	533
于	533
陳	533
君	534
子	534
曰	534
石	535
碏	535
純	536
臣	536
也	536
惡	537
州	537
吁	537
而	537
厚	537
與	537
焉	537
大	538
義	538
滅	538
親	538
其	539
是	539
之	539
謂	539
乎	539
衞	540
人	540
逆	540
公	540
子	540
晉	540
于	540
邢	540
冬	541
十	541
二	541
月	541
宣	541
公	541
卽	541
位	541
書	542
曰	542
衞	543
人	543
立	543
晉	543
衆	544
也	544
五	545
年	545
春	545
公	546
將	546
如	546
棠	546
觀	546
魚	546
者	546
臧	547
僖	547
伯	547
諫	547
曰	547
凡	548
物	548
不	548
足	548
以	548
講	548
大	548
事	548
其	549
材	549
不	549
足	549
以	549
備	549
器	549
用	549
則	550
君	550
不	550
舉	550
焉	550
君	551
將	552
納	552
民	552
於	552
軌	552
物	553
者	553
也	553
故	554
講	554
事	554
以	554
度	554
軌	554
量	554
謂	554
之	554
軌	554
取	555
材	555
以	555
章	555
物	555
采	555
謂	555
之	555
物	555
不	556
軌	556
不	556
物	556
謂	557
之	557
亂	557
政	557
亂	558
政	558
亟	558
行	558
所	559
以	559
敗	559
也	559
故	560
春	560
蒐	560
夏	561
苗	561
秋	562
獮	562
冬	563
狩	563
皆	564
於	564
農	564
隙	564
以	564
講	564
事	564
也	564
三	565
年	565
而	565
治	565
兵	565
入	566
而	566
振	566
旅	566
歸	567
而	567
飲	567
至	567
以	568
數	568
軍	568
實	568
昭	569
文	569
章	569
明	570
貴	570
賤	570
辨	571
等	571
列	571
順	572
少	572
長	572
習	573
威	573
儀	573
也	573
鳥	574
獸	574
之	574
肉	574
不	574
登	574
於	574
俎	574
皮	575
革	575
齒	576
牙	576
骨	577
角	577
毛	578
羽	578
不	578
登	578
於	578
器	578
則	579
公	579
不	579
射	579
古	580
之	580
制	580
也	580
若	581
夫	581
山	581
林	581
川	582
澤	582
之	582
實	582
器	583
用	583
之	583
資	583
皁	584
隸	584
之	584
事	584
官	585
司	585
之	585
守	585
非	586
君	586
所	586
及	586
也	586
公	587
曰	587
吾	588
將	588
略	588
地	588
焉	588
遂	589
往	589
陳	590
魚	590
而	590
觀	590
之	590
僖	591
伯	591
稱	591
疾	591
不	591
從	591
書	592
曰	592
公	593
矢	593
魚	593
于	593
棠	593
非	594
禮	594
也	594
且	595
言	595
遠	595
地	595
也	595
曲	596
沃	596
莊	596
伯	596
以	596
鄭	596
人	596
邢	597
人	597
伐	597
翼	597
王	598
使	598
尹	598
氏	598
武	599
氏	599
助	599
之	599
翼	600
侯	600
奔	600
隨	600
夏	601
葬	602
衞	602
桓	602
公	602
衞	603
亂	603
是	604
以	604
緩	604
四	605
月	605
鄭	606
人	606
侵	606
衞	606
牧	606
以	607
報	607
東	607
門	607
之	607
役	607
衞	608
人	608
以	608
燕	608
師	608
伐	608
鄭	608
鄭	609
祭	609
足	609
原	610
繁	610
洩	611
駕	611
以	611
三	611
軍	611
軍	611
其	611
前	611
使	612
曼	612
伯	612
與	612
子	612
元	612
潛	612
軍	612
軍	612
其	612
後	612
燕	613
人	613
畏	613
鄭	613
三	613
軍	613
而	614
不	614
虞	614
制	614
人	614
六	615
月	615
鄭	616
二	616
公	616
子	616
以	616
制	616
人	616
敗	616
燕	616
師	616
于	616
北	616
制	616
君	617
子	617
曰	617
不	618
備	618
不	618
虞	618
不	619
可	619
以	619
師	619
曲	620
沃	620
叛	620
王	620
秋	621
王	622
命	622
虢	622
公	622
伐	622
曲	622
沃	622
而	623
立	623
哀	623
侯	623
於	623
翼	623
衞	624
之	624
亂	624
也	624
郕	625
人	625
入	625
衞	625
故	626
衞	626
師	626
入	626
郕	626
九	627
月	627
考	628
仲	628
子	628
之	628
宫	628
將	629
萬	629
焉	629
公	630
問	630
羽	630
數	630
於	630
衆	630
仲	630
對	631
曰	631
天	632
子	632
用	632
八	632
諸	633
侯	633
用	633
六	633
大	634
夫	634
四	634
士	635
二	635
夫	636
舞	636
所	637
以	637
節	637
八	637
音	637
而	637
行	637
八	637
風	637
故	638
自	638
八	638
以	638
下	638
公	639
從	639
之	639
於	640
是	640
初	640
獻	640
六	640
羽	640
始	641
用	641
六	641
佾	641
也	641
宋	642
人	642
取	642
邾	642
田	642
邾	643
人	643
告	643
於	643
鄭	643
曰	643
請	644
君	644
釋	644
憾	644
於	644
宋	644
敝	645
邑	645
爲	645
道	645
鄭	646
人	646
以	646
王	646
師	646
會	646
之	646
伐	647
宋	647
入	648
其	648
郛	648
以	649
報	649
東	649
門	649
之	649
役	649
宋	650
人	650
使	650
來	650
告	650
命	650
公	651
聞	651
其	651
入	651
郛	651
也	651
將	652
救	652
之	652
問	653
於	653
使	653
者	653
曰	653
師	654
何	654
及	654
對	655
曰	655
未	656
及	656
國	656
公	657
怒	657
乃	658
止	658
辭	659
使	659
者	659
曰	659
君	660
命	660
寡	660
人	660
同	660
恤	660
社	660
稷	660
之	660
難	660
今	661
問	661
諸	661
使	661
者	661
曰	662
師	663
未	663
及	663
國	663
非	664
寡	664
人	664
之	664
所	664
敢	664
知	664
也	664
冬	665
十	665
二	665
月	665
辛	665
巳	665
臧	666
僖	666
伯	666
卒	666
公	667
曰	667
叔	668
父	668
有	668
憾	668
於	668
寡	668
人	668
寡	669
人	669
弗	669
敢	669
忘	669
葬	670
之	670
加	670
一	670
等	670
宋	671
人	671
伐	671
鄭	671
圍	672
長	672
葛	672
以	673
報	673
入	673
郛	673
之	673
役	673
也	673
六	674
年	674
春	674
鄭	675
人	675
來	675
渝	675
平	675
更	676
成	676
也	676
翼	677
九	677
宗	677
五	677
正	677
頃	677
父	677
之	677
子	677
嘉	677
父	677
逆	677
晉	677
侯	677
于	677
隨	677
納	678
諸	678
鄂	678
晉	679
人	679
謂	679
之	679
鄂	679
侯	679
夏	680
盟	681
于	681
艾	681
始	682
平	682
于	682
齊	682
也	682
五	683
月	683
庚	683
申	683
鄭	684
伯	684
侵	684
陳	684
大	685
獲	685
往	686
歲	686
鄭	687
伯	687
請	687
